StationId,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,Zone,StationName
KA003,2019-07-17,33.94,,6.57,27.5,32.27,,0.96,4.58,,0.5,1.48,,90.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-18,35.18,,7.97,31.04,39.0,,1.04,5.18,,0.64,2.02,,64.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-19,28.24,,6.87,26.86,33.72,,0.78,5.03,,0.6,1.45,,89.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-20,26.57,,5.96,20.28,26.07,,0.79,5.61,,0.37,0.75,,53.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-21,69.62,,9.33,26.25,35.4,,1.03,3.42,,0.42,0.91,,99.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-22,24.16,,13.9,30.2,44.1,,0.84,5.42,,0.44,0.89,,91.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-23,27.74,,9.61,26.25,35.05,,0.91,4.92,,0.47,1.0,,70.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-24,19.72,,13.51,32.74,46.24,,0.87,4.65,,0.45,0.93,,79.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-25,31.49,,11.32,33.37,44.67,,0.84,4.03,,0.48,1.19,,57.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-26,33.75,,7.61,25.39,32.96,,0.85,4.98,,0.45,0.98,,75.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-27,50.72,,5.82,24.32,27.47,,0.85,3.93,,0.36,0.78,,70.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-28,41.33,,8.79,22.74,31.3,,0.84,4.12,,0.42,0.85,,87.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-29,23.33,,7.81,21.62,29.41,,0.86,4.8,,0.4,0.71,,74.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-30,32.53,,7.9,26.67,34.55,,0.98,6.02,,0.32,0.68,,85.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-07-31,27.76,,5.91,24.07,29.95,,0.77,4.14,,0.35,0.69,,53.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-01,25.84,,2.99,19.19,21.46,,1.52,3.57,,0.27,0.51,,92.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-02,22.28,,4.03,18.92,22.9,,0.84,4.53,,0.26,0.54,,73.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-03,30.16,,6.11,18.69,24.73,,1.04,4.75,,0.21,0.46,,64.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-04,22.48,,2.84,15.94,18.63,,1.15,4.81,,0.22,0.38,,122.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-05,24.64,,4.45,18.24,22.62,,0.82,5.95,,0.24,0.55,,55.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-06,30.07,,4.27,17.45,21.65,,0.8,5.47,,0.22,0.54,,56.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-07,25.69,,4.47,16.15,20.58,,0.98,5.59,,0.22,0.52,,74.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-08,20.78,,5.82,18.61,24.39,,0.82,6.08,,0.25,0.53,,64.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-09,28.34,,11.66,23.03,33.64,,1.1,3.42,,0.18,0.46,,87.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-10,21.02,,3.0,13.7,16.65,,0.97,4.66,,0.16,0.32,,61.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-11,,,,,,,,,,,,,43.0,Good,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-15,12.76,,2.78,18.11,20.87,,0.81,3.06,,0.22,0.53,,125.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-16,41.36,,4.38,21.77,25.67,,1.11,2.52,,0.32,0.48,,66.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-17,26.42,,5.78,25.45,31.2,,1.04,5.24,,0.47,0.71,,86.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-18,25.19,,6.62,29.33,35.94,,0.9,5.55,,0.5,0.74,,80.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-19,19.42,,11.92,29.85,41.16,,0.91,6.71,,0.38,0.94,,80.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-20,17.44,,9.44,25.85,35.26,,0.8,5.03,,0.26,0.59,,65.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-29,23.86,,6.97,15.73,22.68,,0.98,5.4,,0.37,0.45,,57.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-30,12.64,,4.27,19.82,24.05,,1.15,5.98,,0.34,0.36,,87.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-08-31,17.49,,4.28,18.7,22.96,,0.85,5.74,,0.31,0.35,,86.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-01,22.21,,5.68,16.95,22.61,,0.79,5.68,,0.26,0.26,,68.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-02,7.93,,3.42,13.86,17.17,,0.77,5.62,,0.24,0.26,,54.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-03,14.92,,7.51,18.76,25.82,,0.87,5.44,,0.21,0.32,,70.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-04,4.39,,6.22,17.92,22.97,,0.82,4.41,,0.2,0.29,,71.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-05,18.99,,4.99,20.49,24.13,,1.04,5.4,,0.22,0.3,,112.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-06,13.16,,6.63,18.66,25.27,,0.8,6.32,,0.21,0.36,,69.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-07,61.16,,3.24,15.25,17.76,,0.98,5.7,,0.17,0.2,,86.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-08,10.85,,2.62,11.78,14.38,,0.85,5.83,,0.14,0.16,,123.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-09,24.04,,5.52,13.91,19.4,,0.98,6.14,,0.13,0.2,,71.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-10,37.27,,5.34,15.01,20.35,,0.95,5.13,,0.16,0.23,,82.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-11,29.66,,5.09,13.32,18.39,,1.08,4.91,,0.19,0.31,,91.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-12,34.06,,7.17,38.74,45.89,,0.98,6.14,,0.17,0.34,,83.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-13,32.66,,6.39,25.44,31.82,,0.93,6.42,,0.18,0.4,,79.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-14,41.81,,3.91,19.31,23.18,,1.07,7.45,,0.16,0.33,,84.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-15,37.95,,2.85,8.21,10.8,,0.92,6.72,,0.15,0.21,,92.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-16,405.36,,1.32,0.98,1.62,,1.21,3.95,,0.17,0.34,,98.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-17,549.5,,1.0,4.36,1.76,,1.45,5.15,,0.15,0.29,,727.0,Severe,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-18,30.63,,7.98,22.36,27.14,,1.16,4.14,,0.24,0.49,,256.0,Poor,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-19,38.07,,8.6,29.76,38.1,,0.95,4.86,,0.19,0.31,,72.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-20,35.96,,7.69,29.06,36.72,,0.81,5.96,,0.2,0.34,,74.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-21,38.59,,6.99,29.61,36.48,,0.8,6.19,,0.21,0.38,,66.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-22,31.61,,5.55,26.72,32.17,,1.09,5.37,,0.19,0.45,,85.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-23,40.46,,15.25,53.35,68.44,,1.28,5.58,,0.28,0.74,,90.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-24,15.0,,8.92,41.18,45.32,,1.53,5.63,,0.21,0.54,,138.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-27,58.62,,16.84,22.34,39.1,,1.04,6.64,,0.33,1.46,,103.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-28,49.92,,18.38,29.07,39.5,,2.08,4.09,,0.28,0.77,,164.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-29,65.88,,4.6,15.99,20.49,,0.78,8.39,,0.3,0.38,,113.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-09-30,43.82,,10.2,16.3,26.49,,1.18,5.94,,0.3,0.51,,109.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-01,56.52,,12.76,28.57,40.79,,1.2,5.74,6.12,0.34,1.25,,138.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-02,21.41,,7.18,43.64,47.32,,1.7,5.43,0.71,0.25,0.79,,154.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-03,39.84,,11.75,42.19,53.78,,0.94,4.36,1.13,0.28,0.94,,85.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-04,104.66,,18.99,50.61,66.52,,1.5,5.63,0.47,0.28,1.37,,128.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-05,34.53,,7.35,53.64,60.96,,0.79,5.3,1.3,0.27,1.37,,191.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-06,38.87,,34.47,70.16,101.7,,1.46,6.18,0.62,0.26,2.25,,104.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-07,52.6,,33.64,49.72,80.45,,1.71,4.71,1.02,0.3,1.51,,112.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-08,42.09,,5.61,35.92,41.51,,0.89,5.36,0.87,0.25,0.92,,100.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-09,44.83,,17.68,50.62,68.26,,1.22,6.23,3.67,0.27,1.37,,88.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-10,57.1,,11.44,44.62,56.1,,0.76,7.21,0.6,0.22,0.95,,112.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-11,64.39,,17.18,46.44,63.58,,1.13,7.11,0.84,0.23,1.18,,111.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-12,55.09,,12.09,33.32,45.41,,0.89,9.64,1.1,0.18,0.43,,114.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-13,37.04,,10.04,26.89,32.86,,1.08,8.54,0.09,0.17,0.3,,102.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-14,41.24,,21.8,32.51,53.01,,0.95,7.82,1.56,0.18,0.48,,93.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-15,42.32,,14.02,35.83,49.27,,0.9,8.69,0.38,0.16,0.43,,96.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-16,37.93,,12.77,35.37,47.2,,1.16,7.08,1.23,0.15,0.48,,94.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-17,40.74,,30.0,39.72,69.15,,1.65,3.79,0.72,0.17,0.63,,103.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-18,40.87,,18.45,33.32,51.77,,0.66,8.04,0.39,0.15,0.44,,105.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-19,35.91,,13.0,29.59,42.58,,1.25,5.57,0.44,0.15,0.36,,114.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-20,36.13,,7.18,26.73,33.87,,0.65,6.84,0.53,0.13,0.31,,64.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-21,36.89,,16.55,38.9,55.42,,1.32,7.59,0.53,0.14,0.65,,103.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-22,34.08,,6.14,34.48,40.59,,0.71,7.2,0.49,0.15,0.75,,85.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-23,,,,,,,,,,,,,58.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-26,26.33,,13.77,32.0,45.77,,0.79,7.34,5.71,0.31,0.34,,62.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-27,43.55,,6.11,27.33,33.4,,1.02,9.39,7.84,0.35,0.32,,74.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-28,34.08,,14.42,30.14,43.13,,1.64,3.92,16.43,0.3,0.23,,88.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-29,48.42,,12.67,29.2,41.86,,0.64,8.89,5.27,0.31,0.29,,74.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-30,23.56,,10.9,22.82,33.69,,0.69,8.43,5.53,0.24,0.12,,65.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-10-31,23.34,,8.71,25.69,34.39,,0.67,6.84,12.93,0.2,0.11,,46.0,Good,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-01,41.22,,15.75,32.31,48.09,,0.68,7.57,21.33,0.26,0.31,,60.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-02,34.98,,15.98,29.67,45.55,,0.62,7.52,17.2,0.24,0.17,,64.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-03,50.64,,10.27,36.02,41.09,,1.44,7.85,19.38,0.23,0.19,,94.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-04,78.46,,37.6,51.57,88.56,,1.13,7.29,28.16,0.36,0.45,,127.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-05,110.72,,55.21,61.32,116.33,,1.64,10.29,31.24,0.41,0.71,,250.0,Poor,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-06,130.26,,48.36,54.82,102.03,,1.22,11.85,43.74,0.46,0.66,,298.0,Poor,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-07,105.08,,32.37,58.31,90.67,,1.05,9.24,55.24,0.39,0.54,,238.0,Poor,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-08,87.22,,12.86,47.56,60.36,,0.68,8.43,46.31,0.34,0.43,,248.0,Poor,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-09,45.19,,12.76,44.28,56.58,,0.9,7.5,21.72,0.27,0.32,,128.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-10,49.1,,6.98,35.92,42.22,,0.56,8.08,28.92,0.22,0.16,,95.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-11,55.31,,10.49,43.36,53.82,,0.33,7.76,45.53,0.22,0.17,,122.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-12,25.78,,10.78,36.56,45.96,,1.3,6.66,43.59,0.19,0.13,,137.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-13,28.31,,13.33,36.54,49.86,,0.48,9.0,49.75,0.2,0.14,,99.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-14,21.97,,13.72,33.54,47.23,,0.51,8.1,30.1,0.17,0.12,,63.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-15,18.11,,22.59,33.24,55.82,,0.97,8.71,9.65,0.16,0.17,,81.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-16,17.22,,15.51,29.4,44.63,,0.49,7.79,13.11,0.15,0.11,,87.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-17,38.45,,9.84,35.32,45.01,,0.61,7.99,33.79,0.14,0.14,,71.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-18,22.54,,11.24,33.04,44.21,,0.56,6.63,42.99,0.13,0.14,,66.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-19,14.47,,17.97,31.36,48.96,,1.05,7.8,23.53,0.11,0.09,,99.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-20,19.48,,12.41,32.31,43.54,,1.37,7.16,18.28,0.15,0.14,,107.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-21,44.69,,12.59,46.53,55.34,,1.62,3.9,,0.15,0.24,,155.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-22,61.11,,12.23,41.6,53.82,,1.5,4.94,,0.15,0.19,,143.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-23,51.62,,6.56,39.54,46.04,,1.58,6.1,,0.13,0.3,,160.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-24,65.14,,4.0,30.69,33.81,,0.75,6.34,,0.12,0.1,,106.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-25,59.22,,10.25,42.77,52.57,,2.5,5.28,,0.15,0.21,,142.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-26,60.23,,8.21,42.68,44.03,,1.15,5.05,,0.12,0.13,,149.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-27,41.65,,11.74,42.73,51.07,,2.11,5.58,,0.12,0.16,,156.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-28,32.45,,10.27,34.25,44.57,,1.3,5.04,,0.09,0.13,,126.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-29,30.38,,11.47,35.22,46.69,,0.36,5.38,21.49,0.08,0.14,,69.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-11-30,28.17,,9.12,28.03,37.15,,0.58,6.25,18.43,0.07,0.08,,58.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-01,14.05,,6.18,21.92,28.08,,0.55,5.53,17.47,0.06,0.05,,45.0,Good,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-02,16.82,,10.96,24.9,35.83,,0.6,7.24,18.2,0.05,0.04,,45.0,Good,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-03,32.83,,12.49,32.9,45.39,,0.67,7.96,18.58,0.08,0.09,,54.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-04,48.69,,6.92,32.77,39.68,,0.57,7.8,,0.07,0.08,,72.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-05,75.05,,8.12,40.28,48.36,,0.69,7.22,17.76,0.07,0.1,,110.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-06,68.67,,7.14,39.16,46.36,,0.55,6.98,28.21,0.08,0.1,,160.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-07,37.44,,8.96,39.05,48.0,,0.53,8.41,20.37,0.09,0.14,,91.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-08,22.3,,5.28,27.53,32.79,,0.49,21.66,15.68,0.07,0.06,,53.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-09,18.1,,12.13,35.58,47.67,,0.54,6.29,14.6,0.09,0.08,,52.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-10,28.8,,10.72,39.45,49.38,,1.13,6.76,28.55,0.1,0.11,,61.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-11,38.26,,11.07,39.12,50.16,,0.47,8.04,18.99,0.09,0.11,,74.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-12,40.35,,8.11,34.94,43.03,,0.55,7.06,25.68,0.06,0.07,,81.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-13,36.85,,7.17,33.05,40.14,,0.43,7.51,29.4,0.05,0.06,,67.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-14,30.08,,5.49,26.51,32.0,,0.52,6.67,31.71,0.04,0.05,,73.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-15,30.36,,5.41,25.83,31.22,,0.36,5.85,34.08,0.04,0.02,,49.0,Good,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-16,32.76,,6.88,29.35,36.2,,0.56,6.97,32.28,0.04,0.05,,66.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-17,36.42,,9.65,33.87,43.51,,0.68,6.42,24.03,0.05,0.06,,76.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-18,53.61,,12.63,40.24,52.86,,0.47,7.12,28.81,0.06,0.1,,84.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-19,49.64,,17.18,39.1,56.28,,1.09,6.64,20.58,0.06,0.1,,118.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-20,42.54,,20.49,43.79,63.79,,1.4,5.78,17.93,0.08,0.11,,127.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-21,58.06,,6.46,30.48,36.93,,0.39,6.65,29.05,0.06,0.04,,95.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-22,55.3,,3.52,25.81,29.23,,0.31,7.15,37.64,0.04,0.03,,96.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-23,53.68,,7.18,35.18,42.27,,0.57,6.6,34.3,0.04,0.06,,92.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-24,35.67,,7.82,37.94,44.82,,1.46,5.08,24.84,0.06,0.07,,107.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-25,45.96,,6.04,30.11,36.13,,0.73,4.42,24.42,0.07,0.06,,75.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-26,47.33,,5.64,31.39,35.6,,0.48,6.44,33.02,0.06,0.08,,85.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-27,48.96,,6.48,34.26,40.71,,0.62,6.54,25.56,0.06,0.07,,97.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-28,47.22,,5.72,27.74,33.44,,0.64,9.46,23.84,0.04,0.04,,94.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-29,51.22,,4.54,26.35,30.84,,0.48,8.37,24.34,0.06,0.03,,93.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-30,49.47,,5.88,32.21,38.05,,0.54,5.89,25.92,0.05,0.03,,92.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2019-12-31,55.47,,5.36,26.87,32.15,,0.59,6.79,29.1,0.05,0.02,,97.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-03,50.27,,11.32,37.43,48.34,,0.79,5.82,14.44,0.03,0.05,,104.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-04,61.87,,13.29,41.0,53.58,,1.3,7.27,16.28,0.0,0.01,,120.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-05,65.89,,4.96,32.65,37.17,,0.73,6.55,16.04,0.0,0.0,,121.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-06,34.61,,18.06,35.58,53.62,,0.68,6.13,8.66,0.0,0.0,,96.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-07,31.75,,12.4,29.9,42.3,,0.54,6.95,7.69,0.0,0.0,,83.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-09,55.3,,12.1,46.02,57.83,,0.96,6.4,18.11,0.0,0.0,,111.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-10,50.63,,12.26,50.68,61.6,,0.88,6.72,11.53,0.0,0.0,,108.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-11,43.33,,6.13,32.59,38.66,,0.68,5.89,16.24,0.0,0.0,,88.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-12,57.69,,8.02,35.27,43.26,,1.06,7.0,17.97,0.0,0.0,,101.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-13,69.85,,12.33,43.87,56.27,,0.74,7.43,13.69,0.0,0.0,,132.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-14,78.23,,10.2,45.92,56.09,,0.69,5.56,16.52,0.0,0.21,,144.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-15,52.74,,4.59,32.13,36.66,,0.49,7.93,14.51,0.0,0.0,,133.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-16,36.95,,10.07,49.08,53.34,,1.91,7.32,9.15,0.0,0.0,,116.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-17,23.09,,18.59,53.0,69.67,,2.95,4.0,9.76,0.0,0.0,,150.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-18,36.98,,8.59,28.18,36.77,,0.5,6.75,5.75,0.0,0.0,,84.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-19,28.51,,4.44,22.38,26.78,,0.48,6.45,8.31,0.0,0.0,,49.0,Good,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-20,51.54,,8.97,36.94,45.85,,0.63,6.76,9.26,0.0,0.0,,81.0,Satisfactory,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-21,66.15,,9.33,36.16,44.46,,1.39,6.97,7.75,0.01,0.03,,118.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-22,28.31,,9.34,39.71,42.79,,2.13,6.25,7.52,0.0,0.09,,149.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-23,94.07,,9.73,33.65,42.7,,1.77,6.7,8.45,0.11,0.18,,134.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-24,68.96,,12.66,40.27,51.87,,1.87,7.75,8.29,0.02,0.03,,288.0,Poor,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-25,60.61,,17.88,54.97,72.82,,1.65,7.72,8.8,0.0,0.0,,160.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-26,66.21,,13.67,55.29,68.9,,0.46,9.62,9.13,0.0,0.0,,115.0,Moderate,Industrial,BWSSB Kadabesanahalli
KA003,2020-01-27,62.09,,19.21,54.9,68.76,,1.81,8.72,9.77,0.0,0.0,,142.0,Moderate,Industrial,BWSSB Kadabesanahalli
